iter	Logloss
0	0.6362643703
1	0.581412931
2	0.533015605
3	0.4901634684
4	0.4516338899
5	0.4146539401
6	0.3831535492
7	0.3551525233
8	0.3242525886
9	0.3014047637
10	0.2850261038
11	0.2643300453
12	0.2426908656
13	0.2297347236
14	0.2171412648
15	0.194219228
16	0.1739172359
17	0.1559210135
18	0.1401946929
19	0.1296691591
20	0.1177598452
21	0.1063689908
22	0.09622885924
23	0.0876143859
24	0.08163688753
25	0.07448906974
26	0.06804424233
27	0.06226390229
28	0.05737335148
29	0.05318615908
30	0.04913346113
31	0.04535324669
32	0.04196824963
33	0.03904014899
34	0.03630970489
35	0.03381508246
36	0.03146153031
37	0.02933007122
38	0.02745157216
39	0.02553764597
40	0.02379075932
41	0.02243589142
42	0.02113543888
43	0.01998393522
44	0.01898061561
45	0.01778995937
46	0.01678037349
47	0.01576444409
48	0.01492211992
49	0.01423230588
50	0.01362713624
51	0.01308503096
52	0.01246127801
53	0.01191080938
54	0.01176262067
55	0.01128430188
56	0.01081866728
57	0.01049783306
58	0.01011664148
59	0.009721393963
60	0.009700457606
61	0.009629798807
62	0.009535471797
63	0.009104376986
64	0.009077467495
65	0.009063222579
66	0.008906409045
67	0.008886999574
68	0.008877002478
69	0.008869091183
70	0.008670938185
71	0.008570564098
72	0.008317563577
73	0.008204689683
74	0.008197442409
75	0.008172037943
76	0.008095137145
77	0.008087334671
78	0.008050803881
79	0.00793631054
80	0.007927638377
81	0.007913348526
82	0.007804441762
83	0.007713497826
84	0.007662072109
85	0.007654891055
86	0.007643113338
87	0.007616138484
88	0.007601755869
89	0.007546874384
90	0.007528601377
91	0.00746641429
92	0.007458458355
93	0.007275316369
94	0.007266952176
95	0.007234051275
96	0.007094157098
97	0.007081818309
98	0.006931068102
99	0.00689779842
100	0.006889046289
101	0.006798959917
102	0.00676999709
103	0.006730565297
104	0.006645636754
105	0.006489427751
106	0.006367598471
107	0.006256327462
108	0.006217784776
109	0.006217782157
110	0.006091864393
111	0.00608039935
112	0.005969435935
113	0.005904692312
114	0.005805260494
115	0.005749040705
116	0.005602132713
117	0.005602130474
118	0.005528043483
119	0.005460215189
120	0.005395993911
121	0.005374550454
122	0.005357805075
123	0.005241430299
124	0.005234973875
125	0.005204336023
126	0.00519144357
127	0.005092588408
128	0.005082341957
129	0.005011757767
130	0.005011757767
131	0.004979371933
132	0.004880296162
133	0.004868284594
134	0.004861067832
135	0.004853177534
136	0.004795864129
137	0.004787733634
138	0.004787732342
139	0.00478773105
140	0.004744201143
141	0.004706403966
142	0.004706399152
143	0.004685795302
144	0.004672995785
145	0.004572939903
146	0.004458947077
147	0.004326860182
148	0.004326858653
149	0.00422481334
150	0.004181792149
151	0.004176066547
152	0.004158481597
153	0.004151562441
154	0.004031445826
155	0.00400780463
156	0.003939032121
157	0.003937264022
158	0.003937263448
159	0.003927313338
160	0.003927312573
161	0.003910613279
162	0.003878312039
163	0.003878312039
164	0.003843593592
165	0.003843593592
166	0.003809763697
167	0.003803155119
168	0.003790429198
169	0.003790429198
170	0.003778230889
171	0.003773569016
172	0.003773567525
173	0.003751242096
174	0.003697680405
175	0.003697675413
176	0.003686260801
177	0.003641644624
178	0.003641644385
179	0.003641640828
180	0.003624234152
181	0.003614361901
182	0.003614356927
183	0.003588948813
184	0.00350451224
185	0.003504511526
186	0.003479919891
187	0.003479919891
188	0.003469096536
189	0.003469096336
190	0.003457599016
191	0.003449657404
192	0.003437849805
193	0.003425913202
194	0.003366435323
195	0.003359359267
196	0.003359353481
197	0.003341066779
198	0.00334104249
199	0.003334067535
200	0.003325116515
201	0.003325116515
202	0.003294048123
203	0.00328667773
204	0.003276169296
205	0.003266064386
206	0.003253538876
207	0.003236235712
208	0.003187011189
209	0.003149273425
210	0.003134960363
211	0.003125680083
212	0.003101600159
213	0.00310160003
214	0.003099420091
215	0.003099413033
216	0.003096888378
217	0.003085843699
218	0.003067535553
219	0.003016236648
220	0.003013084328
221	0.003009728993
222	0.002989826198
223	0.002989825506
224	0.002982665939
225	0.002947625932
226	0.002944398746
227	0.002938837035
228	0.002938827197
229	0.002872336424
230	0.002810691982
231	0.002808265889
232	0.002808250368
233	0.002808237949
234	0.002802868879
235	0.002802868692
236	0.002802867945
237	0.002802867945
238	0.002783029571
239	0.002771588192
240	0.002771587523
241	0.002758812791
242	0.002743849521
243	0.002726992771
244	0.002722935665
245	0.002722928904
246	0.002721544633
247	0.002718228912
248	0.002709802326
249	0.002702394098
250	0.002686037525
251	0.002686037454
252	0.002686037384
253	0.002679295646
254	0.002675938221
255	0.002675935927
256	0.002672368832
257	0.002650779102
258	0.002646014963
259	0.00264476225
260	0.0026244805
261	0.002624467123
262	0.002588632446
263	0.002572754258
264	0.002551709515
265	0.002551705911
266	0.002538057272
267	0.002530429994
268	0.002509461325
269	0.002496553491
270	0.002485748555
271	0.00248574817
272	0.002483901896
273	0.002483895668
274	0.002483895668
275	0.002443691569
276	0.002442349791
277	0.002435664494
278	0.002424799231
279	0.002407769405
280	0.002404134423
281	0.002404134347
282	0.0023600868
283	0.002360081901
284	0.002360080747
285	0.002345852735
286	0.002345852483
287	0.002339708187
288	0.002329831931
289	0.002324121145
290	0.002318052943
291	0.002318050922
292	0.002318043261
293	0.002316895992
294	0.00231003839
295	0.002310036536
296	0.002301698042
297	0.002293473697
298	0.002254508918
299	0.002245703765
300	0.002225563223
301	0.002223055921
302	0.002179820131
303	0.002179814878
304	0.002179814043
305	0.002165330467
306	0.002160553121
307	0.002157915435
308	0.002145922127
309	0.002134601527
310	0.002134598115
311	0.002134598115
312	0.002134598115
313	0.002117819766
314	0.002117819766
315	0.002117819766
316	0.002105627059
317	0.002105623557
318	0.002095159938
319	0.002084640062
320	0.002080165874
321	0.002071688924
322	0.002071688924
323	0.002050525279
324	0.002045278787
325	0.002037018761
326	0.002037016495
327	0.002034924954
328	0.002034924772
329	0.002034924772
330	0.00203492358
331	0.002028977655
332	0.002028976586
333	0.002028973027
334	0.002028972492
335	0.002028972459
336	0.002015921984
337	0.002006784328
338	0.001991817178
339	0.001991815347
340	0.001991049098
341	0.001991045542
342	0.001943234972
343	0.00192692117
344	0.00192692117
345	0.001926921047
346	0.001904765867
347	0.001904765867
348	0.001904765608
349	0.001897722482
350	0.001893571853
351	0.001886626858
352	0.001877351472
353	0.001871431441
354	0.001864533005
355	0.001864533005
356	0.001857890701
357	0.00185788187
358	0.001857880355
359	0.001835016301
360	0.00182234278
361	0.001822322565
362	0.001822322516
363	0.001782597662
364	0.001776516643
365	0.001776514827
366	0.001770617303
367	0.001762794046
368	0.001757065835
369	0.001757061873
370	0.001757061873
371	0.001756994289
372	0.001756992108
373	0.001756986303
374	0.001756982997
375	0.00174664487
376	0.001746644646
377	0.001746640782
378	0.001746636343
379	0.00174663498
380	0.001740369399
381	0.001740368419
382	0.001740363987
383	0.001740363987
384	0.001740363496
385	0.001740361783
386	0.001737697045
387	0.001727429546
388	0.001719833435
389	0.001687479989
390	0.001687479989
391	0.001687479458
392	0.001686406964
393	0.001642998443
394	0.001638079162
395	0.001638077536
396	0.001630803642
397	0.001630803015
398	0.001630798832
399	0.001630789797
400	0.001621212344
401	0.001621205762
402	0.001621205607
403	0.001621205452
404	0.00162120369
405	0.001621203274
406	0.001616014354
407	0.001616007581
408	0.001616006914
409	0.001611229332
410	0.001611227852
411	0.001590965205
412	0.001590964723
413	0.001590963656
414	0.001586428851
415	0.001586428851
416	0.001580565376
417	0.001580557507
418	0.001580555613
419	0.00158055466
420	0.001580548745
421	0.001580547547
422	0.001580537465
423	0.001580535232
424	0.00157140142
425	0.001571400942
426	0.001571397491
427	0.001566830037
428	0.001566826905
429	0.001566822121
430	0.001566817381
431	0.001566805481
432	0.001566799555
433	0.001566798766
434	0.001566795076
435	0.001564462114
436	0.001564460239
437	0.001564451067
438	0.001564349628
439	0.00156032141
440	0.001560320869
441	0.001560315567
442	0.001560315567
443	0.001560312835
444	0.001560311943
445	0.001557094533
446	0.001557093069
447	0.001557093069
448	0.001557075862
449	0.001557066757
450	0.001556904685
451	0.001556901933
452	0.001554533097
453	0.001554527248
454	0.001554514342
455	0.001554514342
456	0.001554509241
457	0.001545264686
458	0.001545261556
459	0.00154224841
460	0.001542245285
461	0.001535104445
462	0.001535104111
463	0.001535102365
464	0.001535097645
465	0.001532204465
466	0.001532129903
467	0.001532128831
468	0.001532113378
469	0.001527783598
470	0.001527783598
471	0.001527783598
472	0.00152778146
473	0.001527779172
474	0.001527776427
475	0.001527773128
476	0.001527773128
477	0.001527773128
478	0.001522894969
479	0.001522894969
480	0.00152289193
481	0.001522887051
482	0.001522885781
483	0.001522881615
484	0.001522880346
485	0.00152287858
486	0.001522875457
487	0.001522874414
488	0.001518715288
489	0.001518714695
490	0.001518703346
491	0.001518700975
492	0.001516721156
493	0.001516720541
494	0.001516719406
495	0.001516717353
496	0.001516717353
497	0.001515275004
498	0.001515274387
499	0.001515263082
500	0.0015152516
501	0.001515250982
502	0.001515250365
503	0.00151524621
504	0.001512539643
505	0.001512539643
506	0.00151252352
507	0.001509968181
508	0.00150995997
509	0.001509954568
510	0.001509949653
511	0.001509946712
512	0.001507838407
513	0.001505748727
514	0.0015057471
515	0.001505743516
516	0.001504429534
517	0.001504428504
518	0.001504426026
519	0.001496989654
520	0.001496988007
521	0.001496972393
522	0.001496969951
523	0.001496966046
524	0.001496964112
525	0.001496962185
526	0.001496959394
527	0.001496957468
528	0.00149617315
529	0.00149617315
530	0.001496171926
531	0.001496170701
532	0.001477130926
533	0.001477128593
534	0.00147712626
535	0.001477116929
536	0.001477113684
537	0.001477111659
538	0.001477109974
539	0.001469878443
540	0.00146987651
541	0.001469874995
542	0.001469870392
543	0.00146986579
544	0.001469863856
545	0.001469859254
546	0.001469859254
547	0.001451859271
548	0.001451857069
549	0.00145185212
550	0.001451849918
551	0.001451847716
552	0.001451846709
553	0.001451845032
554	0.00145184283
555	0.001451840628
556	0.001451838426
557	0.001451836225
558	0.001451834023
559	0.001451820993
560	0.001444766129
561	0.001444764857
562	0.001444762682
563	0.001444760507
564	0.001444760507
565	0.001444760507
566	0.001444752771
567	0.001444750596
568	0.001444742863
569	0.001444738994
570	0.001444736819
571	0.001444734644
572	0.001444730775
573	0.00144472834
574	0.001444712877
575	0.001444712877
576	0.001437904419
577	0.001437903343
578	0.001437894742
579	0.001437886144
580	0.001437882429
581	0.001437873833
582	0.001432172314
583	0.001432171922
584	0.001432169788
585	0.001432162816
586	0.001432160683
587	0.00143215855
588	0.001432156705
589	0.001432154863
590	0.001432152729
591	0.001432150887
592	0.001432139156
593	0.001432132923
594	0.00143213079
595	0.001432128657
596	0.001432120126
597	0.001432111598
598	0.001432109754
599	0.001432101228
600	0.001432099097
601	0.001432097253
602	0.001432095122
603	0.001432092991
604	0.001432091525
605	0.001432089682
606	0.001432087552
607	0.001432085983
608	0.001432082603
609	0.001432080472
610	0.001432078342
611	0.001432076212
612	0.001414847044
613	0.001414843211
614	0.001414841162
615	0.001414839247
616	0.001414837198
617	0.001414833365
618	0.001414831317
619	0.001414819928
620	0.00141481788
621	0.001414815965
622	0.001414813916
623	0.001414810733
624	0.001414808685
625	0.001414805501
626	0.001414803586
627	0.001414801671
628	0.001414799756
629	0.001414797841
630	0.001414795793
631	0.001409374664
632	0.001392455015
633	0.001392455015
634	0.001392455015
635	0.001392454529
636	0.001392454044
637	0.001392453558
638	0.001392453558
639	0.001392445667
640	0.001392424067
641	0.001392040904
642	0.00139203703
643	0.001392026238
644	0.001392018345
645	0.001392014471
646	0.001392010598
647	0.001392008624
648	0.001391997833
649	0.001391987043
650	0.001391979298
651	0.001391968509
652	0.001391960617
653	0.001391949829
654	0.001391941938
655	0.001391939964
656	0.001391932074
657	0.001391930102
658	0.001391474687
659	0.001391472713
660	0.001391470738
661	0.001391466877
662	0.00139146624
663	0.001391464266
664	0.001391460405
665	0.001391458431
666	0.001391458431
667	0.001391453041
668	0.001391451066
669	0.001391447206
670	0.001391441816
671	0.001391439841
672	0.001391437911
673	0.001391435938
674	0.001391433963
675	0.001391431988
676	0.001391426599
677	0.001391424669
678	0.001391422695
679	0.001391420721
680	0.001391418791
681	0.001391416818
682	0.001391414888
683	0.001391412958
684	0.001391407569
685	0.001391406931
686	0.001391406294
687	0.001391400905
688	0.001391395516
689	0.001391394878
690	0.001391386324
691	0.001391380935
692	0.001391378961
693	0.001391370407
694	0.001391368433
695	0.001391359881
696	0.001391357907
697	0.001391355932
698	0.001391353958
699	0.001391345415
700	0.001391336865
701	0.001391328974
702	0.001391323586
703	0.001391315697
704	0.001391313148
705	0.0013913046
706	0.001391302626
707	0.001391300653
708	0.001391298681
709	0.001391296708
710	0.00139129132
711	0.001391285933
712	0.001391277386
713	0.001391274838
714	0.001391272865
715	0.001391271518
716	0.001391270171
717	0.001391268825
718	0.001391260279
719	0.001391251734
720	0.001391243191
721	0.001391234649
722	0.001391232676
723	0.001391224135
724	0.001391222162
725	0.001391213622
726	0.001391205083
727	0.001391203737
728	0.001391182195
729	0.001391173658
730	0.001391152121
731	0.001391143585
732	0.001391135051
733	0.001391134065
734	0.001391125532
735	0.001391123561
736	0.001391102029
737	0.001391100056
738	0.001391098084
739	0.001391076556
740	0.001391075211
741	0.001391073238
742	0.001391072253
743	0.001391063722
744	0.001391059457
745	0.001391057485
746	0.001391052104
747	0.001391047839
748	0.001391046854
749	0.001391042589
750	0.001391041604
751	0.00139103734
752	0.001391033076
753	0.001391027696
754	0.001391025725
755	0.001391021461
756	0.001391016081
757	0.001391016081
758	0.001391010702
759	0.001391005322
760	0.001390999943
761	0.00139099797
762	0.001390993708
763	0.001390991736
764	0.001390989763
765	0.001390987791
766	0.001390983529
767	0.001390981558
768	0.001390977296
769	0.001390971917
770	0.001390966538
771	0.001390964567
772	0.001390960305
773	0.001390954927
774	0.001390950665
775	0.001390945287
776	0.001390941026
777	0.001390940041
778	0.001390934663
779	0.001390929286
780	0.001390927314
781	0.001390925342
782	0.001390921082
783	0.001390915704
784	0.001390914719
785	0.001390910459
786	0.001390905082
787	0.00139090311
788	0.00139090114
789	0.001390895763
790	0.001390891504
791	0.001390887244
792	0.001390881868
793	0.001390876492
794	0.001390872233
795	0.001390870261
796	0.001390864886
797	0.00139085951
798	0.001390855252
799	0.001390855252
800	0.001390850993
801	0.001390845618
802	0.001390840244
803	0.001390835986
804	0.001390830611
805	0.001390830611
806	0.001390825237
807	0.001390823267
808	0.001390819009
809	0.001390815066
810	0.001390811124
811	0.00139080575
812	0.00139080181
813	0.001390784782
814	0.001390774036
815	0.001390770096
816	0.001390753074
817	0.001390749134
818	0.001390732116
819	0.001390728178
820	0.001390717433
821	0.001390713494
822	0.001390709241
823	0.001390704988
824	0.001390699616
825	0.001390688873
826	0.00139068462
827	0.001390680682
828	0.00139066994
829	0.001390665688
830	0.00139066175
831	0.001390657498
832	0.001390640492
833	0.001390636552
834	0.001390619551
835	0.001390615614
836	0.001390598617
837	0.001390593247
838	0.001390590706
839	0.001390586458
840	0.001390585116
841	0.001390580868
842	0.001390579526
843	0.001390575589
844	0.001390574247
845	0.001390572904
846	0.001390571562
847	0.001390567625
848	0.001390563689
849	0.001390555818
850	0.00139055157
851	0.001390543695
852	0.001390538326
853	0.001390534079
854	0.001390528711
855	0.001390520837
856	0.001390515468
857	0.0013905101
858	0.001390504732
859	0.001390499364
860	0.001390498022
861	0.001390493776
862	0.00139048953
863	0.001390485284
864	0.001390477416
865	0.001390469545
866	0.001390465299
867	0.001390461054
868	0.001390456809
869	0.001390452877
870	0.001390448632
871	0.001390444388
872	0.001390440455
873	0.001390435088
874	0.001390429721
875	0.001390424355
876	0.001390420111
877	0.001390414744
878	0.001390410501
879	0.001390406258
880	0.001390398389
881	0.001390390522
882	0.001390386279
883	0.001390378413
884	0.001390374171
885	0.001390369929
886	0.001390362064
887	0.001390357822
888	0.001390349959
889	0.001390345718
890	0.001390341476
891	0.001390333615
892	0.001390329374
893	0.001390324008
894	0.001390318642
895	0.001390314401
896	0.001390310161
897	0.001390305921
898	0.001390300555
899	0.00139029519
900	0.001390290951
901	0.001390286711
902	0.001390282472
903	0.001390278233
904	0.001390272869
905	0.00139026863
906	0.001390266665
907	0.001390261301
908	0.001390255937
909	0.001390240227
910	0.001390239244
911	0.001390235318
912	0.001390235318
913	0.00139023108
914	0.001390226842
915	0.001390222605
916	0.001390217241
917	0.001390213004
918	0.001390208767
919	0.001390203404
920	0.001390202422
921	0.001390202422
922	0.001390202422
923	0.001390197059
924	0.001390192822
925	0.001390188586
926	0.001390183224
927	0.001390178988
928	0.001390173625
929	0.00139016939
930	0.00139016939
931	0.001390166709
932	0.001390155985
933	0.001390155003
934	0.001390155003
935	0.00139014428
936	0.001390140046
937	0.001390129324
938	0.001390118604
939	0.001390107884
940	0.001390107884
941	0.00139010365
942	0.001390099416
943	0.00139009549
944	0.00139009549
945	0.001390091256
946	0.001390091256
947	0.001390080538
948	0.001390069821
949	0.001390059105
950	0.001390059105
951	0.00139004839
952	0.001390026962
953	0.001390005539
954	0.001389984119
955	0.001389979887
956	0.001389979887
957	0.001389975656
958	0.001389975656
959	0.00138997354
960	0.001389952125
961	0.001389930715
962	0.001389928599
963	0.001389928599
964	0.001389926484
965	0.001389924369
966	0.001389924369
967	0.001389913666
968	0.001389911551
969	0.001389909436
970	0.001389907321
971	0.001389907321
972	0.001389905206
973	0.001389894504
974	0.001389883803
975	0.001389883803
976	0.001389883803
977	0.001389881688
978	0.001389881688
979	0.001389881688
980	0.001389877761
981	0.001389877761
982	0.001389867061
983	0.001389864946
984	0.001389862832
985	0.001389860718
986	0.001389858603
987	0.001389858603
988	0.001389856489
989	0.001389852562
990	0.001389852562
991	0.001389850448
992	0.001389848334
993	0.001389837635
994	0.001389837635
995	0.001389837635
996	0.001389835521
997	0.001389824824
998	0.001389822289
999	0.001389811593
